feature,selection_frequency,clean_selection_frequency,selected_folds,selected_clean_folds,mean_importance,median_importance,max_importance,mean_rank,best_rank,selected_pre_cap,prefilter_keep,prefilter_reason,non_missing_count,non_missing_fraction,unique_values,family_x,pool_x,base_signal_x,corr_prune_keep,corr_prune_reason,correlated_with,max_abs_corr_with_kept,univariate_abs_spearman,family_y,pool_y,base_signal_y,family,pool,base_signal,selected
solar_da_forecast_error_mw_rolling_std_3d_same_local_qh,0.0,0.0,0.0,0.0,0.00010362213403490274,0.0,0.0018651984126282493,84.44444444444444,41.0,False,True,kept,43051,0.5214763312175977,42925,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,True,kept,solar_da_forecast_error_mw_rolling_std_7d_same_local_qh,0.8535287950423015,0.28485940250050384,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,False
wind_total_forecast_revision_id_minus_da_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.00010209402966483663,0.0,0.0018376925339670593,87.77777777777777,36.0,False,True,kept,82444,0.9986433451233102,80320,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,True,kept,wind_total_forecast_revision_id_minus_da_mw_rolling_mean_3d_same_local_qh,0.5447879915263831,0.0016676104977353988,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,False
solar_da_forecast_error_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,9.543634522123822e-05,0.0,0.001717854213982288,146.44444444444446,42.0,False,True,kept,43171,0.5229298900140511,42181,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,True,kept,solar_da_forecast_error_mw_rolling_mean_7d_same_local_qh,0.8693199203726262,0.04436492253408931,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,False
wind_onshore_forecast_revision_id_minus_da_mw_lag_7d_same_local_qh,0.0,0.0,0.0,0.0,7.745039637792316e-05,0.0,0.0013941071348026169,98.72222222222223,39.0,False,True,kept,80903,0.9799772275788555,77852,forecast_revision,forecast_revision,wind_onshore_forecast_revision_id_minus_da_mw,True,kept,residual_load_revision_id_minus_da_approx_mw_lag_7d_same_local_qh,0.8313692266837095,0.03439796858527397,forecast_revision,forecast_revision,wind_onshore_forecast_revision_id_minus_da_mw,forecast_revision,forecast_revision,wind_onshore_forecast_revision_id_minus_da_mw,False
solar_da_forecast_error_mw_lag_7d_same_local_qh,0.0,0.0,0.0,0.0,5.831982840675469e-05,0.0,0.0010497569113215844,153.5,47.0,False,True,kept,42150,0.5105625272542275,41185,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,True,kept,wind_onshore_id_forecast_error_mw_rolling_std_28d_same_local_qh,0.19972729675889692,0.054382797222648084,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,False
solar_da_forecast_error_mw_rolling_std_7d_same_local_qh,0.0,0.0,0.0,0.0,5.1168176323028784e-05,0.0,0.0009210271738145182,86.72222222222223,48.0,False,True,kept,45537,0.5515892242841223,45426,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,True,first_ranked_feature,,0.0,0.3132198674250252,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,False
solar_da_forecast_error_mw_lag_14d_same_local_qh,0.0,0.0,0.0,0.0,3.204241732194505e-05,0.0,0.0002017662476355369,154.5,38.0,False,True,kept,41450,0.5020834342749164,40506,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,True,kept,solar_da_forecast_error_mw_rolling_mean_7d_same_local_qh,0.7911023879123046,0.02741526744095943,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,False
solar_forecast_da_mw_lag_7d_same_local_qh,0.0,0.0,0.0,0.0,2.89575617331124e-05,0.0,0.0005212361111960232,71.33333333333333,51.0,False,True,kept,46060,0.5579243180386647,42906,da_forecast,forecast_level,solar_forecast_da_mw,True,kept,solar_forecast_da_mw_lag_1d_same_local_qh,0.9178681247683227,0.455035521534675,da_forecast,forecast_level,solar_forecast_da_mw,da_forecast,forecast_level,solar_forecast_da_mw,False
renewable_total_forecast_da_mw_lag_2d_same_local_qh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,36.0,False,True,kept,82348,0.9974804980861476,81945,da_forecast,forecast_level,renewable_total_forecast_da_mw,True,kept,residual_load_forecast_da_mw_lag_2d_same_local_qh,0.7425805038543457,0.2550525459890628,da_forecast,forecast_level,renewable_total_forecast_da_mw,da_forecast,forecast_level,renewable_total_forecast_da_mw,False
residual_load_revision_id_minus_da_approx_mw_rolling_median_14d_same_local_qh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.61111111111111,38.0,False,True,kept,82072,0.994137312854305,39630,forecast_revision,forecast_revision,residual_load_revision_id_minus_da_approx_mw,True,kept,residual_load_revision_id_minus_da_approx_mw_rolling_mean_14d_same_local_qh,0.8191251669346993,0.11675854336567103,forecast_revision,forecast_revision,residual_load_revision_id_minus_da_approx_mw,forecast_revision,forecast_revision,residual_load_revision_id_minus_da_approx_mw,False
wind_total_forecast_revision_id_minus_da_mw_rolling_mean_14d_same_local_qh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.77777777777778,39.0,False,True,kept,82072,0.994137312854305,82018,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,True,kept,residual_load_revision_id_minus_da_approx_mw_rolling_mean_14d_same_local_qh,0.8850041382227881,0.11552275231232748,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,False
