timestamp_utc,timestamp_local,date_local,hour_local,hour_local,minute_local,quarter_hour_local,quarter_hour_local,weekday_local,weekday_local,month_local,month_local,ida3_minus_da_spread_eur_mwh_lag_1d_same_local_qh,ida3_minus_da_spread_eur_mwh_lag_7d_same_local_qh,ida3_minus_da_spread_eur_mwh_rolling_mean_7d_same_local_qh,ida3_minus_da_spread_eur_mwh_rolling_median_7d_same_local_qh,ida3_minus_da_spread_eur_mwh_rolling_mean_14d_same_local_qh,ida3_minus_da_spread_eur_mwh_rolling_median_14d_same_local_qh,ida3_minus_da_spread_eur_mwh
2026-03-18 13:00:00+00:00,2026-03-18 14:00:00+01:00,2026-03-18,14,14,0,0,0,2,2,3,3,,,,,-27.445000000000004,-26.765,-16.16
2026-03-18 13:15:00+00:00,2026-03-18 14:15:00+01:00,2026-03-18,14,14,15,1,1,2,2,3,3,,,,,-14.612500000000008,-14.774999999999999,-8.280000000000001
2026-03-18 13:30:00+00:00,2026-03-18 14:30:00+01:00,2026-03-18,14,14,30,2,2,2,2,3,3,,,,,-1.0650000000000013,-2.3800000000000026,-5.11
2026-03-18 13:45:00+00:00,2026-03-18 14:45:00+01:00,2026-03-18,14,14,45,3,3,2,2,3,3,,,,,13.625,13.049999999999999,0.7000000000000001
2026-03-18 14:00:00+00:00,2026-03-18 15:00:00+01:00,2026-03-18,15,15,0,0,0,2,2,3,3,,,,,-31.237499999999997,-27.925,-51.559999999999995
2026-03-18 14:15:00+00:00,2026-03-18 15:15:00+01:00,2026-03-18,15,15,15,1,1,2,2,3,3,,,,,-9.797500000000001,-9.815000000000005,-48.51
2026-03-18 14:30:00+00:00,2026-03-18 15:30:00+01:00,2026-03-18,15,15,30,2,2,2,2,3,3,,,,,7.285,6.810000000000002,-9.149999999999999
2026-03-18 14:45:00+00:00,2026-03-18 15:45:00+01:00,2026-03-18,15,15,45,3,3,2,2,3,3,,,,,23.334999999999997,23.115000000000002,20.060000000000002
2026-03-18 15:00:00+00:00,2026-03-18 16:00:00+01:00,2026-03-18,16,16,0,0,0,2,2,3,3,,,,,-16.949999999999996,-18.010000000000005,-56.61
2026-03-18 15:15:00+00:00,2026-03-18 16:15:00+01:00,2026-03-18,16,16,15,1,1,2,2,3,3,,,,,-0.33750000000000213,-0.005000000000002558,-29.89
2026-03-18 15:30:00+00:00,2026-03-18 16:30:00+01:00,2026-03-18,16,16,30,2,2,2,2,3,3,,,,,14.627499999999998,15.915,-5.6200000000000045
2026-03-18 15:45:00+00:00,2026-03-18 16:45:00+01:00,2026-03-18,16,16,45,3,3,2,2,3,3,,,,,34.245000000000005,29.940000000000005,11.780000000000001
2026-03-18 16:00:00+00:00,2026-03-18 17:00:00+01:00,2026-03-18,17,17,0,0,0,2,2,3,3,,,,,-31.34499999999999,-33.71499999999999,-52.35000000000001
2026-03-18 16:15:00+00:00,2026-03-18 17:15:00+01:00,2026-03-18,17,17,15,1,1,2,2,3,3,,,,,-16.087499999999995,-15.844999999999985,-25.77000000000001
2026-03-18 16:30:00+00:00,2026-03-18 17:30:00+01:00,2026-03-18,17,17,30,2,2,2,2,3,3,,,,,15.750000000000007,8.094999999999999,-7.710000000000008
2026-03-18 16:45:00+00:00,2026-03-18 17:45:00+01:00,2026-03-18,17,17,45,3,3,2,2,3,3,,,,,76.82500000000002,66.92000000000002,6.849999999999994
2026-03-18 17:00:00+00:00,2026-03-18 18:00:00+01:00,2026-03-18,18,18,0,0,0,2,2,3,3,,,,,12.450000000000006,15.725000000000001,-33.20000000000002
2026-03-18 17:15:00+00:00,2026-03-18 18:15:00+01:00,2026-03-18,18,18,15,1,1,2,2,3,3,,,,,14.782500000000006,18.564999999999998,-24.360000000000014
2026-03-18 17:30:00+00:00,2026-03-18 18:30:00+01:00,2026-03-18,18,18,30,2,2,2,2,3,3,,,,,16.790000000000006,8.36,-16.159999999999997
2026-03-18 17:45:00+00:00,2026-03-18 18:45:00+01:00,2026-03-18,18,18,45,3,3,2,2,3,3,,,,,16.945000000000014,6.605000000000004,-17.170000000000016
