timestamp_utc,timestamp_local,date_local,hour_local,minute_local,quarter_hour_local,weekday_local,month_local,ida3_price_eur_mwh,da_price_eur_mwh,load_da_forecast_error_mw_rolling_mean_3d_same_local_qh,wind_onshore_forecast_da_mw,ida3_price_eur_mwh_lag_14d_same_local_qh,ida3_minus_da_spread_eur_mwh_regime_vol_7d_over_28d,wind_onshore_da_forecast_error_mw_rolling_mean_3d_same_local_qh,ida3_minus_da_spread_eur_mwh_rolling_std_3d_same_local_qh,ida3_price_eur_mwh_regime_vol_7d_over_28d,ida3_minus_da_spread_eur_mwh_rolling_median_3d_same_local_qh,ida3_price_eur_mwh_regime_abs_median_28d_over_vol,load_forecast_da_mw_lag_1d_same_local_qh,wind_offshore_forecast_id_mw_lag_14d_same_local_qh,ida3_minus_da_spread_eur_mwh
2026-05-08 14:30:00+00:00,2026-05-08 16:30:00+02:00,2026-05-08,16,30,2,4,5,100.21,94.94,,4704.51368,,0.25678826430932555,,3.0264170234784245,1.1057413867925603,4.090000000000003,1.2274294087879563,57360.74343,2205.84,5.269999999999996
2026-05-08 14:45:00+00:00,2026-05-08 16:45:00+02:00,2026-05-08,16,45,3,4,5,109.06,94.94,,4726.46355,,0.6975044130856528,,1.1101576464628748,1.1262021148866752,3.174999999999997,1.3355515887370533,57919.185929,2213.09,14.120000000000005
2026-05-08 15:00:00+00:00,2026-05-08 17:00:00+02:00,2026-05-08,17,0,0,4,5,96.44,114.13,,4746.9118,,0.6616020202500461,,2.7789296500631266,1.0544264328467154,-6.774999999999999,1.2895947183215084,58242.696597,4107.64,-17.689999999999998
2026-05-08 15:15:00+00:00,2026-05-08 17:15:00+02:00,2026-05-08,17,15,1,4,5,105.53,114.13,,4817.6704,,0.15898391473078638,,4.023437584951443,1.0519690430033322,1.7649999999999935,1.479505510354195,58255.242034,4122.06,-8.599999999999994
2026-05-08 15:30:00+00:00,2026-05-08 17:30:00+02:00,2026-05-08,17,30,2,4,5,116.67,114.13,,4890.92909,,0.7392415540659464,,5.791204537917842,0.674182350874483,5.144999999999996,1.7248137318951442,58254.096294,4137.27,2.5400000000000063
2026-05-08 15:45:00+00:00,2026-05-08 17:45:00+02:00,2026-05-08,17,45,3,4,5,128.0,114.13,,4966.90418,,1.614049155167933,,5.5154328932550385,0.5589876251375827,6.810000000000002,2.2681905651705145,58333.663896,4151.49,13.870000000000005
2026-05-08 16:00:00+00:00,2026-05-08 18:00:00+02:00,2026-05-08,18,0,0,4,5,112.47,132.4,,5060.66204,,0.1511629071916207,,2.6657925650732914,0.57226926706963,-0.9649999999999892,2.3474243569665005,58936.395811,4161.55,-19.930000000000007
2026-05-08 16:15:00+00:00,2026-05-08 18:15:00+02:00,2026-05-08,18,15,1,4,5,124.0,132.4,,5198.94978,,0.5036395123501947,,5.062884553295678,0.3945060304557487,-3.700000000000003,2.8148732330093105,59085.014142,4226.22,-8.400000000000006
2026-05-08 16:30:00+00:00,2026-05-08 18:30:00+02:00,2026-05-08,18,30,2,4,5,132.19,132.4,,5343.31802,,1.0331487475074006,,3.8113055505954816,0.41956784815089593,-2.444999999999993,3.2780582986868128,59537.302961,4243.01,-0.21000000000000796
2026-05-08 16:45:00+00:00,2026-05-08 18:45:00+02:00,2026-05-08,18,45,3,4,5,142.71,132.4,,5486.01906,,0.7550403255564121,,2.814284989122472,0.41510957928516384,-0.8400000000000034,3.450032418045984,59744.279827,4255.66,10.310000000000002
