timestamp_utc,timestamp_local,date_local,hour_local,minute_local,quarter_hour_local,weekday_local,month_local,ida1_minus_da_spread_eur_mwh,da_price_eur_mwh,ida1_minus_da_spread_eur_mwh_rolling_median_14d_same_local_qh,ida1_minus_da_spread_eur_mwh_rolling_mean_28d_same_local_qh,ida1_minus_da_spread_eur_mwh_lag_1d_same_local_qh,wind_onshore_da_forecast_error_mw_lag_1d_same_local_qh,wind_total_forecast_revision_id_minus_da_mw_rolling_std_3d_same_local_qh,wind_offshore_da_forecast_error_mw_rolling_mean_14d_same_local_qh,residual_load_revision_id_minus_da_approx_mw_rolling_mean_14d_same_local_qh,month_sin,wind_total_forecast_revision_id_minus_da_mw_lag_1d_same_local_qh,ida1_minus_da_spread_eur_mwh_lag_7d_same_local_qh,da_price_eur_mwh_regime_vol_28d,solar_forecast_da_mw_lag_1d_same_local_qh,wind_onshore_forecast_da_mw_lag_1d_same_local_qh,da_price_eur_mwh_rolling_std_7d_same_local_qh,load_da_forecast_error_mw_rolling_median_3d_same_local_qh,wind_offshore_da_forecast_error_mw_rolling_std_3d_same_local_qh,wind_offshore_forecast_id_mw_lag_2d_same_local_qh,load_forecast_da_mw_lag_7d_same_local_qh,residual_load_revision_id_minus_da_approx_mw_rolling_median_7d_same_local_qh,da_price_eur_mwh_rolling_std_28d_same_local_qh,month_cos,ida1_price_eur_mwh
2026-05-13 12:00:00+00:00,2026-05-13 14:00:00+02:00,2026-05-13,14,0,0,2,5,0.8299999999999983,66.8,12.229999999999997,-8.864705882352938,5.890000000000001,4555.691869999999,765.6036567107103,18.25544444444429,358.1850636428574,0.8660254037844387,926.4065100000007,8.579999999999998,94.64417414088196,32087.60852,20773.4669,48.26143160902312,-5785.791547499997,601.3773468364103,3752.47,60584.128585,784.448350000006,94.64417414088196,-0.4999999999999998,67.63
2026-05-13 12:15:00+00:00,2026-05-13 14:15:00+02:00,2026-05-13,14,15,1,2,5,2.030000000000001,66.8,17.78,-3.2400000000000024,3.620000000000001,4440.54305,719.2287158883355,16.10144444444452,443.23040685714244,0.8660254037844387,947.6486699999987,6.069999999999993,82.93197891513671,31817.09624,21006.54037,48.453460095623,-5463.439553000004,624.4714543099628,3609.98,59892.945279,803.548700000003,82.93197891513671,-0.4999999999999998,68.83
2026-05-13 12:30:00+00:00,2026-05-13 14:30:00+02:00,2026-05-13,14,30,2,2,5,7.980000000000004,66.8,20.02,3.1117647058823525,6.140000000000001,4138.145260000001,724.5555033046079,29.354777777777763,446.2195481428576,0.8660254037844387,977.2120800000012,6.679999999999993,120.3072508161576,31504.99497,21171.62938,48.1271020072795,-6069.285327000001,449.59829046828014,3601.54,60212.7567,596.878349999999,120.3072508161576,-0.4999999999999998,74.78
2026-05-13 12:45:00+00:00,2026-05-13 14:45:00+02:00,2026-05-13,14,45,3,2,5,3.6500000000000057,66.8,23.41,8.542352941176473,9.990000000000002,3680.391489999998,740.5352456089585,15.1086666666668,436.816864642859,0.8660254037844387,1006.339390000001,11.25,106.3048296249392,31048.17236,21349.70789,48.669494797147955,-5774.548193499999,566.962459796061,3591.16,59566.884315,440.4260600000016,106.3048296249392,-0.4999999999999998,70.45
2026-05-13 13:00:00+00:00,2026-05-13 15:00:00+02:00,2026-05-13,15,0,0,2,5,-8.36,79.32,0.46999999999999886,-13.700000000000001,-0.0800000000000054,3788.4825699999965,743.2836613025688,103.57355555555561,414.265642357143,0.8660254037844387,1006.8045899999997,0.46999999999999886,80.19087204121257,30458.97,21447.93124,46.79361342259112,-6414.407528000003,101.49810737151732,3572.08,59774.725405,361.28312000000005,80.19087204121257,-0.4999999999999998,70.96
2026-05-13 13:15:00+00:00,2026-05-13 15:15:00+02:00,2026-05-13,15,15,1,2,5,-0.12999999999999545,79.32,6.869999999999997,-6.328823529411763,6.869999999999997,3603.8704199999993,737.2095215614934,92.98755555555564,387.40531242857236,0.8660254037844387,986.2174400000004,1.3900000000000006,79.85190905852541,29819.80387,21647.79935,47.21746887187685,-6464.700144500002,228.06315013609733,3540.69,58535.56601,383.1090499999955,79.85190905852541,-0.4999999999999998,79.19
2026-05-13 13:30:00+00:00,2026-05-13 15:30:00+02:00,2026-05-13,15,30,2,2,5,4.090000000000003,79.32,11.189999999999998,4.827647058823528,13.949999999999996,3644.5750399999997,736.7694862599545,91.53111111111107,328.0894930714304,0.8660254037844387,966.7859700000008,4.730000000000004,67.30270204564988,28984.08579,21862.20137,47.299550687486345,-6338.986337000002,154.46606213663915,3510.25,58808.945427,447.29977000000144,67.30270204564988,-0.4999999999999998,83.41
2026-05-13 13:45:00+00:00,2026-05-13 15:45:00+02:00,2026-05-13,15,45,3,2,5,8.960000000000008,79.32,20.14,15.747647058823528,21.059999999999995,2951.0862899999993,717.7461024391409,118.3263333333334,300.11272214285884,0.8660254037844387,922.096709999998,6.700000000000003,67.02194192159617,27957.36678,22043.58152,48.31620910113686,-6474.255535,22.09213716461126,3483.89,58145.657686,478.0306599999967,67.02194192159617,-0.4999999999999998,88.28
2026-05-13 14:00:00+00:00,2026-05-13 16:00:00+02:00,2026-05-13,16,0,0,2,5,-12.690000000000012,91.01,-2.87,-13.014117647058823,-2.0600000000000023,2334.8036699999975,715.916598208446,166.6633333333334,283.30524500000035,0.8660254037844387,893.3133699999962,-9.070000000000007,57.653315688870535,26859.89122,22258.5299,41.777143842286684,-6288.0265679999975,117.56993740110623,3443.61,58972.736629,435.46589999999924,57.653315688870535,-0.4999999999999998,78.32
2026-05-13 14:15:00+00:00,2026-05-13 16:15:00+02:00,2026-05-13,16,15,1,2,5,-1.0100000000000051,91.01,0.8399999999999999,-3.0070588235294147,13.230000000000004,1904.6448400000008,691.1851711618746,166.9775555555555,306.69431428571573,0.8660254037844387,781.1568499999994,-7.260000000000005,51.55769090448196,25638.0157,22395.82917,41.47924076313009,-6696.228804499999,267.2616145511729,3361.91,59075.3302,331.5543900000048,51.55769090448196,-0.4999999999999998,90.0
