trial,elapsed_seconds,score,mean_val_rmse,mean_val_mae,mean_overfit_ratio_rmse,mean_overfit_excess,mean_spearman,mean_signal_spearman,mean_directional_accuracy,total_pnl,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_lambda,reg_alpha,gamma,objective,tree_method,random_state,n_jobs
0,2.6948689999990165,18.35564158143545,18.35564158143545,11.285025598276466,0.8892977856460582,0.0,0.6569346575556755,0.6569346575556755,0.7448701134836297,174468.93,350,1,0.0106795326311929,0.6371661426035753,0.7938471641347548,7.711338834026812,7.962519601280225,0.0017696777351125825,5.826037173621364,reg:squarederror,hist,42,1
2,3.9373614859650843,17.968537241905626,17.968537241905626,11.103212236549785,0.9005353161206923,0.0,0.6456187506060936,0.6456187506060936,0.7446813293320208,170849.94,700,1,0.011464827745060408,0.8556908193461271,0.8724299408267786,5.109923572528398,5.6818594543118754,27.271923375342627,12.943600039372654,reg:squarederror,hist,42,1
1,8.368974093988072,18.134853295735557,18.134853295735557,11.30762094035367,0.9537159494685705,0.0,0.6528933503912453,0.6528933503912453,0.7429283594516352,174757.16999999998,500,4,0.005824407322634372,0.6668434332312145,0.8552589075732189,6.206720861194663,199.66157498129888,100.63398803925524,0.11259290453571325,reg:squarederror,hist,42,1
3,4.7885622549802065,19.136322681650995,18.258239393322874,11.346709255471389,1.1922675612362892,0.04809244031761584,0.6290609412784123,0.6290609412784123,0.7382391823787193,169605.38,350,4,0.030389686166443743,0.5501303453427289,0.6673682883730621,31.192289907723175,19.315152419731174,29.454504980112503,0.5947788561072098,reg:squarederror,hist,42,1
4,4.211163647996727,18.65485586495059,18.177838895365618,11.35150792929041,1.0795849676770348,0.026241676600323866,0.6286787054462519,0.6286787054462519,0.7405949090207108,170316.48,300,4,0.03406005868477027,0.5038979621130424,0.8125572587305929,102.18070461173967,60.93744464966364,0.45365748379355686,6.713738106698117,reg:squarederror,hist,42,1
5,2.5130954519845545,17.903692390457774,17.903692390457774,11.116092177107038,0.9838952529011649,0.0,0.6376390193096597,0.6376390193096597,0.7411351983377644,172258.04,200,3,0.04180874478564071,0.5065151613198663,0.4614274425607692,24.915560496761458,240.66863223469787,19.315017366693475,3.836655596122003,reg:squarederror,hist,42,1
6,1.5641106060356833,18.588344886627333,18.182577570206625,11.281515419642403,1.091754049727856,0.022316270333727933,0.6286936476612446,0.6286936476612446,0.7403828291709017,173161.13,100,3,0.06362956245442083,0.5931238553496762,0.530668582802761,27.070729033908854,1.3099879890984956,72.52196228795634,9.195632379302609,reg:squarederror,hist,42,1
7,3.583793517027516,17.979101089903157,17.979101089903157,11.145057708955799,0.8988995746163488,0.0,0.6502967526257137,0.6502967526257137,0.7444031145601187,174251.51,400,2,0.01157659500327276,0.6647876874808722,0.5526199608835887,14.296712926834756,444.7593669862937,0.0013173796848007804,10.98916708848645,reg:squarederror,hist,42,1
8,3.6325576389790513,18.017695829292144,18.017695829292144,11.250135335974594,1.0168623131261108,0.0,0.6474756091585991,0.6474756091585991,0.7434510905648664,174295.66999999998,300,3,0.009773362817289362,0.8499330705922339,0.8536179832215953,35.07268263589003,1.303073075564211,58.27404979861707,7.53022378318504,reg:squarederror,hist,42,1
9,2.7211529700434767,18.03755229779551,18.03755229779551,11.18818705080508,1.0252150828490534,0.0,0.6348597703677616,0.6348597703677616,0.7388789024535504,172301.18,300,2,0.03231887414027893,0.5710082503396898,0.3813811361060918,6.1460329704614844,25.718957519975735,0.001318569099702865,5.13929210750153,reg:squarederror,hist,42,1
11,1.4069595609907992,17.97182270033327,17.97182270033327,11.139358614983305,0.9810454980194225,0.0,0.6380750305901701,0.6380750305901701,0.7385066505487468,172171.41,100,3,0.07146277311389031,0.7696288962753928,0.30224668486844813,122.97634818458137,114.71116498693691,2.0380368176934036,16.935520021716886,reg:squarederror,hist,42,1
10,4.818189160025213,18.632222438776278,18.253340400094302,11.48225548038385,1.0956360215145429,0.020756860408959493,0.6305181911595721,0.6305181911595721,0.7316298207543552,169639.2,600,2,0.07532119644325774,0.611622792250945,0.52263498351277,166.3881648486467,90.83439847803078,1.2167835243839131,5.725867769360786,reg:squarederror,hist,42,1
12,4.204160583030898,17.94818727119531,17.94818727119531,11.153743700884693,0.9111292610866182,0.0,0.6400590921429237,0.6400590921429237,0.7427015590457169,170696.96,700,1,0.018138894560686236,0.9359144805282612,0.43457967561539895,70.34334731181396,6.169532553598257,5.501282012511975,14.294750108258588,reg:squarederror,hist,42,1
