trial,elapsed_seconds,score,mean_val_rmse,mean_val_mae,mean_overfit_ratio_rmse,mean_overfit_excess,mean_spearman,mean_signal_spearman,mean_directional_accuracy,total_pnl,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_lambda,reg_alpha,gamma,objective,tree_method,random_state,n_jobs
0,11.982687399024144,32.7888638139834,31.890383707535428,18.408296899073477,0.9012388776641722,0.028174013667815023,0.9009868809404408,0.21044417862870352,0.5735323432856595,70353.12166666667,300,3,0.0059708225069877155,0.544825681930678,0.7140147417272479,42.78762453303174,403.91018496634007,0.08358308214308074,8.853978632875805,reg:squarederror,hist,42,1
1,13.400488445011433,23.397237059066278,22.46185337177862,12.751512478516787,0.9786662295281394,0.04164321046022353,0.9241737458754358,0.42701087271695726,0.6546839310455507,226352.21166666664,400,3,0.05984885385073098,0.6804480079192854,0.43053276696338016,5.815703768261553,8.2853786274258,168.68992310336756,1.32519868500663,reg:squarederror,hist,42,1
3,8.925287035002839,26.782868951619324,25.91331602714776,14.776737926744623,0.9533270624191741,0.03355621965018238,0.9041310665948264,0.29193080669114546,0.598299196421516,140035.4075,250,3,0.014026291930740481,0.7609203994933733,0.7014906483406373,7.178613140229468,86.28812974864132,1.2129547809130938,7.374429272808993,reg:squarederror,hist,42,1
2,12.588759478006978,30.005253002083293,28.953016861249296,17.49583706505247,0.980922984128061,0.036342884262341175,0.8693663088322757,0.28874374237537825,0.5974662786883392,138617.48666666666,400,3,0.011454761120158724,0.7983818769076796,0.40497102033244825,178.10352165527314,200.86579457330572,0.0040282992655136865,2.5471747616862173,reg:squarederror,hist,42,1
4,5.543109826976433,43.17950510018556,42.60085682392644,26.825634812064514,0.8954579943341935,0.013583019671428782,0.8806186873675058,0.1262978567929306,0.5337322457447155,31433.204166666666,150,2,0.005637616852497028,0.7195484437155328,0.7093634038326193,176.71504584162025,407.9049923238207,181.25222496974638,2.245280748769789,reg:squarederror,hist,42,1
5,9.626180653984193,30.801097152189044,30.253478554447334,18.35571582695113,0.9651664010780401,0.018101012640783048,0.8823919187188499,0.23803527340561662,0.5818181683208109,94788.76416666666,250,3,0.0077968545256291814,0.6666270597078439,0.5767434134742098,12.944537049454487,1.2962820942237265,0.0028277403277565524,6.970524432154061,reg:squarederror,hist,42,1
6,11.319306719000451,22.894762496136725,21.880018343857746,12.242231010328599,0.9683640430096284,0.046377664603916714,0.9297345643758307,0.4576399730702081,0.6681590949792919,246826.59083333338,300,4,0.060237647358495267,0.8123434538065935,0.785184022106344,150.65266021281465,30.333368045131575,0.854475547107506,5.636459511774952,reg:squarederror,hist,42,1
7,8.616502068995032,27.336491871049393,26.73107615521249,16.17070248040682,0.9539582724410126,0.02264838543430092,0.8851800104107098,0.28675683425848164,0.5941845548263873,142985.32499999998,250,2,0.01912743802975359,0.5085186230702732,0.5100362804032493,21.26132452803269,2.6003903039468304,0.8433660010308183,4.023525135778776,reg:squarederror,hist,42,1
9,10.559104513959028,21.989370458589388,21.5028960714858,12.201689627563612,0.951088360546266,0.022623668248514806,0.9285160228418969,0.45250837578873715,0.666508412744862,244301.91666666666,350,3,0.057150490474383774,0.8949039541177205,0.7774847588221863,9.533008437029972,25.381487016881458,39.76704732483592,14.724016243105304,reg:squarederror,hist,42,1
10,18.52003773697652,29.556040478921304,28.85788491426106,17.08984263141777,0.9504665334333089,0.02419288754995446,0.8959370963335664,0.23192543359727072,0.5765262006856058,99011.75333333333,450,2,0.005450652349613675,0.5743460822721802,0.649808653426183,61.83607551290741,32.722000432803966,0.02629585433720558,17.76265747152567,reg:squarederror,hist,42,1
8,33.745614946004935,23.584703792687996,23.188211289657023,13.17260226185764,0.9496495768782728,0.01709888262092152,0.9181267005517844,0.3521175268485638,0.6216372025141644,181230.5975,700,4,0.005332244289491881,0.6968251248063495,0.8018625157125339,24.949818533167544,8.212821837414383,0.08917285394766171,6.741873490588435,reg:squarederror,hist,42,1
11,19.54208960698452,23.360468285249105,23.070300731123496,13.3612956480552,0.8799375834738944,0.012577536699994249,0.9124909631501793,0.3294001566544091,0.6121976338831642,175063.09416666668,700,1,0.03654948880038702,0.9389107995879473,0.8720813961263223,12.663967471317909,8.70455553424316,10.397245515159556,15.68627888944255,reg:squarederror,hist,42,1
12,25.251118019979913,22.703015427394156,21.48253022292137,12.246118564574438,1.0261484944107884,0.05681291690540989,0.9298769749530081,0.46688491569765844,0.6737265354703684,258714.7725,550,4,0.06268240709733092,0.9298621871123751,0.8506656996375974,74.76555442566796,29.08664463291432,6.562447725661849,14.22795402647441,reg:squarederror,hist,42,1
13,18.184400780010037,22.758048394384446,21.474023436655685,12.231393762546462,1.027784245568193,0.0597943353054631,0.9301217968184492,0.46621515807844216,0.6736140997686582,256420.65333333335,550,4,0.0722087570319822,0.8769290656140721,0.8709449719943436,88.71295452349655,38.70266502058499,7.853336266173504,12.861481246466235,reg:squarederror,hist,42,1
14,17.96489234600449,22.563565828415445,21.650391867558707,12.164681468598756,0.9759772105343547,0.042178172406433526,0.9305792192800821,0.46033323690951344,0.6707258567229856,246185.22416666668,550,4,0.03517661274080319,0.925298043256367,0.8748533113758976,80.02853840373673,76.45408353312573,18.83126819259329,12.939498605093632,reg:squarederror,hist,42,1
15,18.128139763954096,22.475534359857637,21.565466071936854,12.193837242506383,0.9864359268881737,0.042200260587229206,0.9301090239792055,0.46210003515284204,0.670249929463033,254134.6366666667,550,4,0.03328427666906678,0.9356156138967142,0.7861855257464925,78.66047520809119,14.700889595687476,17.224253824345375,12.14689484998495,reg:squarederror,hist,42,1
17,3.4791502120206133,34.666589933143655,33.75065614363286,21.092649477176035,0.9838416661455862,0.027138251345776656,0.8564587957906636,0.23514436410946982,0.5822450360294806,100730.745,100,1,0.038657761271612835,0.846658589696509,0.5863759465883196,38.78295173400826,13.228745000462425,39.43965449723443,10.4415286275757,reg:squarederror,hist,42,1
16,19.077284113969654,22.630853804398434,21.698913799004426,12.157606376077744,0.9802568997958809,0.04294869383907914,0.9299629646824845,0.45881028112153355,0.6683707756662547,243612.16333333333,550,4,0.03153544713989822,0.8651374559539797,0.7802284229507653,36.07365927118037,88.61893652330691,23.30281658763432,11.454898292156011,reg:squarederror,hist,42,1
19,16.678305944020394,22.39657702674384,22.08177014523521,12.600854105843045,0.9379167825715347,0.01425641510794177,0.9233949250625764,0.41400823845493306,0.6494293608056563,222532.99666666664,450,3,0.02509135272718486,0.8905714990597322,0.6484926952455699,10.052551651505796,3.8387802006214353,2.059025408411904,19.58692011618953,reg:squarederror,hist,42,1
18,22.10109587397892,22.438658803990194,21.59624301206285,12.213747667373692,0.9879612338351005,0.03900751586545882,0.929422813429476,0.4568656846631549,0.666605663759686,251734.62250000003,500,4,0.025326221882674062,0.8814157588965742,0.7717790217176376,14.528330318165647,3.093523499146379,64.35233448021044,19.69337341812664,reg:squarederror,hist,42,1
21,21.756758194998838,27.954113125328952,27.117577157969514,16.762578935342173,0.9984676690027872,0.03084847744642964,0.8741601520048149,0.28363177016741764,0.5963754939701283,143715.53166666668,350,2,0.04421109728391404,0.6178120634685179,0.3295239347124748,8.336716275728534,3.436772555581215,2.8304782997735822,16.845247357962094,reg:squarederror,hist,42,1
20,24.775979511032347,26.77769092476405,26.001692978660984,15.80374587020464,0.9734496209122929,0.029844131562506884,0.8884205244361087,0.3123518847341171,0.6044985986263472,158903.75833333336,450,2,0.023300816489302774,0.6319914957254685,0.4917640828321999,9.36270864211634,3.241520856692534,4.197073485651747,19.19114017942012,reg:squarederror,hist,42,1
22,13.403595372044947,22.33758855265598,22.065547940872463,12.592788583430869,0.9354910166714657,0.012328749438377326,0.9233822229446358,0.4147822220833295,0.6490632157174332,223097.06583333333,450,3,0.02469416203028167,0.8826271884691882,0.6626241697977977,12.607426414642518,3.675657071676518,57.68750873588456,19.290238843527142,reg:squarederror,hist,42,1
