feature,selection_frequency,clean_selection_frequency,selected_folds,selected_clean_folds,mean_importance,median_importance,max_importance,mean_rank,best_rank,selected_pre_cap,prefilter_keep,prefilter_reason,non_missing_count,non_missing_fraction,unique_values,family_x,pool_x,base_signal_x,corr_prune_keep,corr_prune_reason,correlated_with,max_abs_corr_with_kept,univariate_abs_spearman,family_y,pool_y,base_signal_y,family,pool,base_signal,selected
wind_onshore_da_forecast_error_mw_lag_2d_same_local_qh,0.25,0.25,2.0,2.0,0.015827821823153645,0.012794781981646082,0.041232587582627905,56.375,8.0,False,True,kept,36172,0.9170237038914945,35889,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,True,kept,wind_onshore_id_forecast_error_mw_lag_2d_same_local_qh,0.7444629625439283,0.07547310675140695,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,True
residual_load_forecast_da_mw_lag_1d_same_local_qh,0.375,0.375,3.0,3.0,0.015950272302100953,0.008839327782313222,0.06587404430282572,48.0,4.0,False,True,kept,39440,0.9998732412219546,39360,da_forecast,forecast_level,residual_load_forecast_da_mw,True,kept,residual_load_forecast_da_mw,0.6270123354563022,0.5988070444906854,da_forecast,forecast_level,residual_load_forecast_da_mw,da_forecast,forecast_level,residual_load_forecast_da_mw,False
load_forecast_da_mw,0.375,0.375,3.0,3.0,0.015761146928625337,0.015244760543281194,0.022297139535767646,14.375,11.0,False,True,kept,39444,0.999974648244391,39230,da_forecast,forecast_level,load_forecast_da_mw,True,kept,total_generation_forecast_da_mw,0.7402663566993725,0.2740348658338649,da_forecast,forecast_level,load_forecast_da_mw,da_forecast,forecast_level,load_forecast_da_mw,False
solar_id_forecast_error_mw_rolling_mean_28d_same_local_qh,0.25,0.25,2.0,2.0,0.008561192190273213,0.005028385827631289,0.026446648279194254,59.125,8.0,False,True,kept,22921,0.5810875903156294,22816,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,True,kept,load_da_forecast_error_mw_rolling_median_7d_same_local_qh,0.38532250123710166,0.22787681532366036,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,False
wind_offshore_forecast_da_mw,0.25,0.25,2.0,2.0,0.00626462079991631,0.0,0.021934015798945068,64.5,10.0,False,True,kept,39437,0.9997971859551273,38121,da_forecast,forecast_level,wind_offshore_forecast_da_mw,True,kept,wind_onshore_forecast_da_mw,0.7290474590803043,0.19855943218911548,da_forecast,forecast_level,wind_offshore_forecast_da_mw,da_forecast,forecast_level,wind_offshore_forecast_da_mw,False
ida2_price_eur_mwh_rolling_std_3d_same_local_qh,0.125,0.125,1.0,1.0,0.014306173076213015,0.009665148584137397,0.043803347744982644,20.875,8.0,False,True,kept,37333,0.9464570921536316,37096,ida2_history,market_history,ida2_price_eur_mwh,True,kept,ida2_price_eur_mwh_rolling_std_7d_same_local_qh,0.6068536037031244,0.01595564983318093,ida2_history,market_history,ida2_price_eur_mwh,ida2_history,market_history,ida2_price_eur_mwh,False
load_da_forecast_error_mw_lag_2d_same_local_qh,0.125,0.125,1.0,1.0,0.009566145001327086,0.005753768610120391,0.037806149316863547,40.125,8.0,False,True,kept,36176,0.9171251109139308,36073,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,True,kept,load_da_forecast_error_mw_rolling_mean_3d_same_local_qh,0.8923191386919562,0.3436789332068728,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,False
da_price_eur_mwh_lag_14d_same_local_qh,0.125,0.125,1.0,1.0,0.006742587328323581,0.0,0.019244745481264286,131.25,12.0,False,True,kept,37606,0.9533781214349094,8020,da_price,market_history,da_price_eur_mwh,True,kept,ida2_price_eur_mwh_lag_14d_same_local_qh,0.901032367743636,0.5700638629411388,da_price,market_history,da_price_eur_mwh,da_price,market_history,da_price_eur_mwh,False
ida2_minus_da_spread_eur_mwh_rolling_mean_7d_same_local_qh,0.0,0.0,0.0,0.0,0.015237345719897944,0.01598340647332535,0.017108646201343,13.625,11.0,False,True,kept,37717,0.9561921663075168,35527,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,True,kept,ida2_minus_da_spread_eur_mwh_rolling_mean_28d_same_local_qh,0.8986152390964505,0.23582808867572372,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,False
ida2_minus_da_spread_eur_mwh_rolling_mean_3d_same_local_qh,0.0,0.0,0.0,0.0,0.012886595624922781,0.012718649611574942,0.01775464583419223,18.0,10.0,False,True,kept,37333,0.9464570921536316,31294,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,True,kept,ida2_minus_da_spread_eur_mwh_rolling_mean_28d_same_local_qh,0.8179011277973135,0.2386190808541491,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,False
wind_onshore_da_forecast_error_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.011845882913458653,0.011834590010151342,0.01386167472182108,17.625,12.0,False,True,kept,36556,0.9267587780453796,36270,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,True,kept,wind_onshore_id_forecast_error_mw_lag_1d_same_local_qh,0.7432049894772764,0.037456279276327234,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,False
ida2_minus_da_spread_eur_mwh_lag_14d_same_local_qh,0.0,0.0,0.0,0.0,0.011371903124181792,0.010688027866934534,0.014239487461715338,18.5,14.0,False,True,kept,34922,0.8853340093801496,17497,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,True,kept,ida2_minus_da_spread_eur_mwh_rolling_mean_28d_same_local_qh,0.7161409632311888,0.20422162488511378,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,False
ida2_price_eur_mwh_regime_vol_7d_over_28d,0.0,0.0,0.0,0.0,0.011137453482291768,0.01107029128507524,0.01672992585882564,21.125,15.0,False,True,kept,36565,0.9269869438458613,36565,regime_volatility,regime,ida2_price_eur_mwh,True,kept,ida2_price_eur_mwh_regime_mean_shift_7d_vs_28d_z,0.1242514842535472,0.08110194401596026,regime_volatility,regime,ida2_price_eur_mwh,regime_volatility,regime,ida2_price_eur_mwh,False
ida2_price_eur_mwh_rolling_std_7d_same_local_qh,0.0,0.0,0.0,0.0,0.010605355988157759,0.012595883931197854,0.015279585580972501,43.75,15.0,False,True,kept,37717,0.9561921663075168,37699,ida2_history,market_history,ida2_price_eur_mwh,True,kept,ida2_price_eur_mwh_rolling_std_14d_same_local_qh,0.7538132834556085,0.04924698755868368,ida2_history,market_history,ida2_price_eur_mwh,ida2_history,market_history,ida2_price_eur_mwh,False
da_price_eur_mwh_rolling_std_28d_same_local_qh,0.0,0.0,0.0,0.0,0.008301283397861525,0.010176008670452378,0.013764859154433378,66.75,13.0,False,True,kept,39445,1.0,39173,da_price,market_history,da_price_eur_mwh,True,kept,ida2_price_eur_mwh_rolling_std_28d_same_local_qh,0.8475273193114672,0.069082657449398,da_price,market_history,da_price_eur_mwh,da_price,market_history,da_price_eur_mwh,False
ida2_price_eur_mwh_lag_7d_same_local_qh,0.0,0.0,0.0,0.0,0.00795897907349137,0.008513432668543692,0.011612040055610463,27.0,19.0,False,True,kept,35505,0.9001140829002409,15085,ida2_history,market_history,ida2_price_eur_mwh,True,kept,ida2_price_eur_mwh_rolling_median_14d_same_local_qh,0.7882792770427732,0.5904112326172359,ida2_history,market_history,ida2_price_eur_mwh,ida2_history,market_history,ida2_price_eur_mwh,False
ida2_minus_da_spread_eur_mwh_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.007353373056571771,0.007071000552739899,0.009941336423710192,28.75,20.0,False,True,kept,37418,0.9486119913804031,18133,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,True,kept,ida2_minus_da_spread_eur_mwh_rolling_mean_3d_same_local_qh,0.8109001886429538,0.225733726726148,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,False
da_price_eur_mwh_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.006472455682082295,0.007770467858105559,0.014210228633738543,85.875,17.0,False,True,kept,39433,0.9996957789326911,8126,da_price,market_history,da_price_eur_mwh,True,kept,ida2_price_eur_mwh_lag_1d_same_local_qh,0.9023972735500224,0.6647836978384374,da_price,market_history,da_price_eur_mwh,da_price,market_history,da_price_eur_mwh,False
ida2_price_eur_mwh_rolling_std_14d_same_local_qh,0.0,0.0,0.0,0.0,0.006408872103273209,0.007672772908681513,0.009199685468522937,51.625,25.0,False,True,kept,37429,0.9488908606921029,37407,ida2_history,market_history,ida2_price_eur_mwh,True,kept,ida2_price_eur_mwh_rolling_std_28d_same_local_qh,0.8286228681907094,0.10020408534464888,ida2_history,market_history,ida2_price_eur_mwh,ida2_history,market_history,ida2_price_eur_mwh,False
wind_onshore_id_forecast_error_mw_lag_2d_same_local_qh,0.0,0.0,0.0,0.0,0.005885141810321062,0.0064157037419161796,0.013885761788172055,69.0,12.0,False,True,kept,36177,0.9171504626695398,35688,lagged_forecast_error,lagged_forecast_error,wind_onshore_id_forecast_error_mw,True,kept,wind_onshore_id_forecast_error_mw_rolling_median_3d_same_local_qh,0.6580471852125918,0.091649546864201,lagged_forecast_error,lagged_forecast_error,wind_onshore_id_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_onshore_id_forecast_error_mw,False
ida2_minus_da_spread_eur_mwh_lag_7d_same_local_qh,0.0,0.0,0.0,0.0,0.005834660277662934,0.006093100008062694,0.007301605322865096,32.125,27.0,False,True,kept,35498,0.8999366206109773,17648,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,True,kept,ida2_minus_da_spread_eur_mwh_rolling_mean_7d_same_local_qh,0.7508020155843106,0.17032604744430732,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,ida2_history,market_history,ida2_minus_da_spread_eur_mwh,False
wind_onshore_forecast_revision_id_minus_da_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.005766238277706391,0.007021592314705718,0.011957751923943861,40.875,20.0,False,True,kept,39436,0.9997718341995183,38645,forecast_revision,forecast_revision,wind_onshore_forecast_revision_id_minus_da_mw,True,kept,residual_load_revision_id_minus_da_approx_mw_rolling_mean_3d_same_local_qh,0.44950206859581626,0.027843330764539882,forecast_revision,forecast_revision,wind_onshore_forecast_revision_id_minus_da_mw,forecast_revision,forecast_revision,wind_onshore_forecast_revision_id_minus_da_mw,False
da_price_eur_mwh_rolling_std_3d_same_local_qh,0.0,0.0,0.0,0.0,0.00563685601923052,0.005405137202050071,0.015679397772170738,96.375,17.0,False,True,kept,39445,1.0,36829,da_price,market_history,da_price_eur_mwh,True,kept,ida2_price_eur_mwh_rolling_std_3d_same_local_qh,0.8092082912380127,6.366655686577235e-05,da_price,market_history,da_price_eur_mwh,da_price,market_history,da_price_eur_mwh,False
wind_offshore_forecast_revision_id_minus_da_mw_lag_2d_same_local_qh,0.0,0.0,0.0,0.0,0.0051626374216998516,0.007670065239744613,0.008732144254603889,66.125,23.0,False,True,kept,39420,0.9993662061097731,37244,forecast_revision,forecast_revision,wind_offshore_forecast_revision_id_minus_da_mw,True,kept,wind_total_forecast_revision_id_minus_da_mw_lag_2d_same_local_qh,0.5289051577128568,0.0187920067396385,forecast_revision,forecast_revision,wind_offshore_forecast_revision_id_minus_da_mw,forecast_revision,forecast_revision,wind_offshore_forecast_revision_id_minus_da_mw,False
da_price_eur_mwh_regime_vol_7d_over_28d,0.0,0.0,0.0,0.0,0.0050830676032826705,0.0055114035443199864,0.010341726926127351,78.25,19.0,False,True,kept,39445,1.0,39284,regime_volatility,regime,da_price_eur_mwh,True,kept,ida2_price_eur_mwh_regime_vol_7d_over_28d,0.7299739118110261,0.04597051530715674,regime_volatility,regime,da_price_eur_mwh,regime_volatility,regime,da_price_eur_mwh,False
load_da_forecast_error_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.005012275928954111,0.004940927367582382,0.006619904145603715,35.0,30.0,False,True,kept,36560,0.926860185067816,36456,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,True,kept,load_da_forecast_error_mw_rolling_mean_3d_same_local_qh,0.851436271118326,0.3620290676555116,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,False
wind_offshore_da_forecast_error_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.004966409993641252,0.005079294102964351,0.0082807197359785,46.625,24.0,False,True,kept,36556,0.9267587780453796,36012,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,True,kept,wind_offshore_da_forecast_error_mw_rolling_mean_3d_same_local_qh,0.6023224631622901,0.12128089743619723,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,False
load_da_forecast_error_mw_rolling_std_3d_same_local_qh,0.0,0.0,0.0,0.0,0.0049340939145238166,0.004033974344612738,0.012300010839290977,102.5,19.0,False,True,kept,37141,0.9415895550766891,37141,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,True,kept,load_da_forecast_error_mw_rolling_std_14d_same_local_qh,0.33082968481092034,0.0762927088224719,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,False
weekday_sin,0.0,0.0,0.0,0.0,0.004641660221446784,0.0051850969054113676,0.007042083979014796,39.75,29.0,False,True,kept,39445,1.0,7,calendar,calendar,weekday_sin,True,kept,is_weekend,0.7895824511063527,0.14725551723502123,calendar,calendar,weekday_sin,calendar,calendar,weekday_sin,False
wind_offshore_id_forecast_error_mw_lag_2d_same_local_qh,0.0,0.0,0.0,0.0,0.004212583770356994,0.0017461629436828845,0.01107705559280492,85.375,18.0,False,True,kept,36164,0.9168208898466219,35301,lagged_forecast_error,lagged_forecast_error,wind_offshore_id_forecast_error_mw,True,kept,wind_offshore_da_forecast_error_mw_lag_2d_same_local_qh,0.8044588156401041,0.09741563153684608,lagged_forecast_error,lagged_forecast_error,wind_offshore_id_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_offshore_id_forecast_error_mw,False
wind_onshore_forecast_da_mw_lag_2d_same_local_qh,0.0,0.0,0.0,0.0,0.004050647134425927,0.001961959195584457,0.012359815566233672,36.0,18.0,False,True,kept,39436,0.9997718341995183,39159,da_forecast,forecast_level,wind_onshore_forecast_da_mw,True,kept,wind_offshore_forecast_id_mw_lag_2d_same_local_qh,0.7033297923772042,0.039338478527990564,da_forecast,forecast_level,wind_onshore_forecast_da_mw,da_forecast,forecast_level,wind_onshore_forecast_da_mw,False
wind_onshore_da_forecast_error_mw_rolling_median_3d_same_local_qh,0.0,0.0,0.0,0.0,0.003935326822394835,0.0029968897253656863,0.009152861799513254,103.125,26.0,False,True,kept,37141,0.9415895550766891,24601,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,True,kept,wind_onshore_da_forecast_error_mw_rolling_mean_3d_same_local_qh,0.878960750780798,0.05992875138140526,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_onshore_da_forecast_error_mw,False
solar_id_forecast_error_mw_rolling_mean_14d_same_local_qh,0.0,0.0,0.0,0.0,0.0024629774957975288,0.0,0.009874069783673339,115.75,22.0,False,True,kept,22871,0.5798200025351755,22806,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,True,kept,solar_id_forecast_error_mw_rolling_mean_28d_same_local_qh,0.9126962648776115,0.200319772383077,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,False
wind_total_forecast_revision_id_minus_da_mw_lag_7d_same_local_qh,0.0,0.0,0.0,0.0,0.0024137533028723837,0.0,0.010052182211973494,58.0,25.0,False,True,kept,38481,0.9755609075928509,37916,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,True,kept,residual_load_revision_id_minus_da_approx_mw_lag_7d_same_local_qh,0.880435368343622,0.033411714576294424,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,forecast_revision,forecast_revision,wind_total_forecast_revision_id_minus_da_mw,False
solar_id_forecast_error_mw_rolling_mean_3d_same_local_qh,0.0,0.0,0.0,0.0,0.0023585249879610856,0.0031349696279057175,0.004688915478845138,72.25,35.0,False,True,kept,21712,0.5504373177842565,21672,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,True,kept,solar_id_forecast_error_mw_rolling_mean_7d_same_local_qh,0.7972908489408084,0.17436521452752074,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_id_forecast_error_mw,False
residual_load_revision_id_minus_da_approx_mw_lag_2d_same_local_qh,0.0,0.0,0.0,0.0,0.002351681352053762,0.0,0.006628768490454151,51.375,28.0,False,True,kept,39440,0.9998732412219546,38643,forecast_revision,forecast_revision,residual_load_revision_id_minus_da_approx_mw,True,kept,residual_load_revision_id_minus_da_approx_mw_rolling_mean_3d_same_local_qh,0.6012748947125273,0.05522324987429238,forecast_revision,forecast_revision,residual_load_revision_id_minus_da_approx_mw,forecast_revision,forecast_revision,residual_load_revision_id_minus_da_approx_mw,False
wind_offshore_da_forecast_error_mw_rolling_median_3d_same_local_qh,0.0,0.0,0.0,0.0,0.00225210681420155,0.0,0.009525029289219871,126.125,18.0,False,True,kept,37138,0.9415134998098619,23847,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,True,kept,wind_offshore_da_forecast_error_mw_rolling_median_7d_same_local_qh,0.6195478190000886,0.16629496116615192,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,False
wind_offshore_da_forecast_error_mw_lag_7d_same_local_qh,0.0,0.0,0.0,0.0,0.002193816176039147,0.0,0.006518415724132969,112.375,30.0,False,True,kept,35307,0.8950944352896438,34764,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,True,kept,wind_offshore_id_forecast_error_mw_lag_7d_same_local_qh,0.8051769994640595,0.10330154499397104,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,False
wind_onshore_forecast_id_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.002133305948568147,0.0,0.007714867369589519,65.875,23.0,False,True,kept,39441,0.9998985929775637,39191,id_forecast,forecast_level,wind_onshore_forecast_id_mw,True,kept,renewable_total_forecast_da_mw_lag_1d_same_local_qh,0.5336338636922145,0.08298903263047319,id_forecast,forecast_level,wind_onshore_forecast_id_mw,id_forecast,forecast_level,wind_onshore_forecast_id_mw,False
wind_offshore_id_forecast_error_mw_lag_1d_same_local_qh,0.0,0.0,0.0,0.0,0.0021222438445194234,0.0,0.007525402152317462,97.625,26.0,False,True,kept,36548,0.926555964000507,35685,lagged_forecast_error,lagged_forecast_error,wind_offshore_id_forecast_error_mw,True,kept,wind_offshore_da_forecast_error_mw_lag_1d_same_local_qh,0.8018514923021068,0.11296424627868577,lagged_forecast_error,lagged_forecast_error,wind_offshore_id_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_offshore_id_forecast_error_mw,False
load_da_forecast_error_mw_rolling_mean_3d_same_local_qh,0.0,0.0,0.0,0.0,0.0019625422504743113,0.0,0.0054716694288990415,88.125,33.0,False,True,kept,37141,0.9415895550766891,37126,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,True,kept,load_da_forecast_error_mw_rolling_median_7d_same_local_qh,0.8725047098321542,0.3966358961444349,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,load_da_forecast_error_mw,False
is_weekend,0.0,0.0,0.0,0.0,0.0018542447380749318,0.0,0.01163474857737368,63.875,18.0,False,True,kept,39445,1.0,2,calendar,calendar,is_weekend,True,kept,month_cos,0.001864176855058589,0.18660218494192327,calendar,calendar,is_weekend,calendar,calendar,is_weekend,False
da_price_eur_mwh_regime_abs_median_28d_over_vol,0.0,0.0,0.0,0.0,0.0015281306308845878,0.0,0.012225045047076702,189.0,14.0,False,True,kept,39445,1.0,39145,regime_level,regime,da_price_eur_mwh,True,kept,ida2_price_eur_mwh_regime_abs_median_28d_over_vol,0.8897830214683399,0.3182308730325359,regime_level,regime,da_price_eur_mwh,regime_level,regime,da_price_eur_mwh,False
residual_load_forecast_da_mw_lag_14d_same_local_qh,0.0,0.0,0.0,0.0,0.0013719763450621236,0.0,0.010975810760496989,81.875,24.0,False,True,kept,37616,0.9536316389910001,37541,da_forecast,forecast_level,residual_load_forecast_da_mw,True,kept,solar_forecast_da_mw_lag_14d_same_local_qh,0.6052350767614343,0.5079379068758152,da_forecast,forecast_level,residual_load_forecast_da_mw,da_forecast,forecast_level,residual_load_forecast_da_mw,False
wind_offshore_da_forecast_error_mw_rolling_mean_3d_same_local_qh,0.0,0.0,0.0,0.0,0.0012228707004568959,0.0,0.009782965603655167,141.75,17.0,False,True,kept,37138,0.9415134998098619,37089,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,True,kept,wind_offshore_da_forecast_error_mw_rolling_median_3d_same_local_qh,0.8570828433344506,0.16405954143952284,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,wind_offshore_da_forecast_error_mw,False
month_sin,0.0,0.0,0.0,0.0,0.001142096362870725,0.0,0.0091367709029658,63.125,31.0,False,True,kept,39445,1.0,11,calendar,calendar,month_sin,True,kept,is_weekend,0.02536994746640845,0.04063690554263958,calendar,calendar,month_sin,calendar,calendar,month_sin,False
solar_da_forecast_error_mw_lag_14d_same_local_qh,0.0,0.0,0.0,0.0,0.0010093546669238196,0.0,0.008074837335390557,143.875,29.0,False,True,kept,20147,0.5107618202560528,19837,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,True,kept,solar_id_forecast_error_mw_lag_14d_same_local_qh,0.8651959912456005,0.13170691901340578,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,lagged_forecast_error,lagged_forecast_error,solar_da_forecast_error_mw,False
